280,511804.64,2501284.90,22695,23248,.43,511584.17,2501302.34,512087.33,2501350.82
281,489019.57,2497200.06,7786,7833,.31,489007.58,2497234.29,489080.72,2497156.30
282,488902.84,2497076.81,7580,7669,.85,488777.08,2497044.62,488873.80,2497135.15
283,538808.61,2516115.39,30984,30990,.82,538860.94,2516237.66,538871.37,2516095.08
284,492224.74,2490185.05,12260,8867,.50,493987.92,2489920.66,490434.38,2490087.65
285,504288.41,2496867.26,17429,17615,.61,504127.30,2496901.33,504331.40,2496974.43
286,503847.85,2496506.40,17288,17020,.66,504017.17,2496470.40,503770.67,2496448.58
287,508783.29,2494295.07,20966,20980,.88,508733.65,2494387.30,508786.33,2494389.08
288,513357.03,2495469.91,24228,24344,.30,513215.43,2495455.46,513359.72,2495695.19
289,504989.74,2491675.40,18641,18569,.66,505288.34,2491918.07,505258.70,2491520.81
290,486213.84,2498512.32,5707,5696,.26,486272.73,2498457.30,486240.26,2498430.93
291,493952.47,2494122.81,12138,12133,.04,493895.32,2494114.12,493893.22,2494286.20
292,491595.88,2487984.45,10058,10036,.50,491711.10,2488037.95,491691.29,2487901.99
293,531384.27,2519730.45,29531,29587,.66,531268.54,2519729.26,531334.20,2519813.18
294,524968.72,2510160.65,27392,27520,.82,524669.15,2510040.39,525046.41,2510128.52
295,495187.73,2494307.43,13156,13146,.78,495323.84,2494374.97,495296.30,2494254.79
296,486902.48,2498274.20,6061,6228,.18,486885.23,2498087.87,487113.41,2498092.56
297,535794.18,2510416.52,30428,30462,.95,535554.54,2510815.33,535845.60,2510419.35
298,509173.07,2494123.70,21120,21114,.47,509059.88,2494033.93,509047.21,2494204.90
299,510624.47,2497337.70,22117,21905,.60,510831.43,2497387.58,510554.38,2497208.53
300,516578.71,2501663.43,25547,25540,8.61695390780666e-03,516300.03,2501523.93,516225.78,2501730.31
301,493547.39,2493327.00,11857,11942,.48,493498.22,2493199.10,493567.49,2493523.82
302,512671.58,2494183.54,23841,23688,.49,512756.48,2494174.19,512584.57,2494167.41
303,501824.19,2506739.36,15418,15386,.88,501762.91,2506576.94,501700.35,2506654.62
304,511141.82,2493316.38,22468,22248,.55,511323.81,2493358.61,510998.77,2493276.20
305,511188.50,2495096.34,22457,22460,.66,511297.87,2495149.74,511303.28,2495083.76
306,484636.50,2512826.86,4670,4671,.83,484577.96,2512747.78,484580.01,2512843.66
307,498767.08,2493867.81,14320,14333,.77,498732.50,2493756.35,498787.19,2493760.26
308,510942.79,2494332.06,22294,22196,.90,511037.48,2494358.54,510937.60,2494318.32
309,511968.86,2493821.72,23074,23051,.71,511970.35,2493725.97,511942.83,2493853.92
310,510821.13,2494781.79,22094,22100,.61,510809.24,2494630.86,510811.32,2494876.24
311,548628.65,2499524.95,31699,31678,.53,548708.15,2499613.13,548527.36,2499493.75
312,510679.42,2510681.70,22138,22101,.33,510859.35,2510607.73,510812.70,2510530.62
313,491595.88,2487984.45,10058,10036,.50,491711.10,2488037.95,491691.29,2487901.99
314,503984.93,2491688.59,17115,17483,.37,503870.39,2491761.36,504179.38,2491574.66
315,527797.30,2515249.73,28573,28578,.00,527754.52,2515199.61,527768.73,2515181.24
316,522098.85,2514827.60,26413,26272,.63,522432.33,2514783.29,521938.94,2514687.03
317,490967.82,2490858.58,9278,9367,.17,490886.25,2490892.59,491022.12,2491030.17
